codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,inicio_observaciones,fin_observaciones,cantidad_observaciones,inicio_automatica
5741001,DGA,dga_web,Estero Puangue En Boqueron,488,-33.1669,-71.1306,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1929-06-26,2017-07-31,22212,-
5735001,DGA,dga_web,Canal Colina En Peldehue,860,-33.1967,-70.5808,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1980-11-28,2017-07-05,12284,-
5734001,DGA,dga_web,Estero Polpaico En Chicauma,500,-33.1983,-70.8956,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1943-05-01,2006-10-11,17973,-
5735004,DGA,dga_web,Canal Colina En Seccion Las Huacas,0,-33.2,-70.75,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1930-06-18,1934-01-31,665,-
5735003,DGA,dga_web,Rio Colina Seccion Las Huacas,0,-33.2167,-70.7667,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1930-06-01,1939-12-31,2398,-
5721017,DGA,dga_web,Estero Yerba Loca En Piedra Carvajal,3250,-33.2214,-70.2736,57,Rio Maipo,572,Rio Mapocho Alto,2013-02-04,2018-03-09,1817,2013-02-04
5721016,DGA,dga_web,Rio San Francisco Antes Junta Estero Yerba Loca,1550,-33.3086,-70.3572,57,Rio Maipo,572,Rio Mapocho Alto,2009-08-05,2018-03-09,2727,2013-06-08
5722001,DGA,dga_web,Estero Arrayan En La Montosa,880,-33.3256,-70.4561,57,Rio Maipo,572,Rio Mapocho Alto,1952-10-01,2018-03-09,19768,2015-06-01
5721001,DGA,dga_web,Estero Yerba Loca Antes Junta San Francisco,1350,-33.3414,-70.3636,57,Rio Maipo,572,Rio Mapocho Alto,1986-11-03,2018-03-09,11372,2013-06-08
5722006,DGA,dga_web,Estero Arrayan En Desembocadura (Ca),870,-33.3583,-70.4828,57,Rio Maipo,572,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),1942-10-18,1945-12-31,776,-
5722004,DGA,dga_web,Rio Mapocho En Puente Nilhue,0,-33.3667,-70.45,57,Rio Maipo,572,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),1928-05-23,1940-07-19,4440,-
5722003,DGA,dga_web,Rio Mapocho En Las Condes,0,-33.3667,-70.45,57,Rio Maipo,572,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),1943-02-15,1948-07-31,1987,-
5722002,DGA,dga_web,Rio Mapocho En Los Almendros,966,-33.3703,-70.4508,57,Rio Maipo,572,Rio Mapocho Alto,1948-08-03,2017-08-31,22276,2012-04-28
5720001,DGA,dga_web,Rio Molina Antes Junta San Francisco,1158,-33.3733,-70.3961,57,Rio Maipo,572,Rio Mapocho Alto,1987-02-16,2018-03-09,3209,2013-09-02
5730003,DGA,dga_web,Canal San Carlos En Desembocadura Rio Mapocho,580,-33.4125,-70.6047,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1961-07-03,1982-01-29,3599,-
5730002,DGA,dga_web,Canal San Carlos En Principe De Gales,579,-33.4167,-70.5833,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1979-06-01,1981-09-22,826,-
5730008,DGA,dga_web,Quebrada Ramon En Recinto Emos,845,-33.4331,-70.5142,57,Rio Maipo,573,Rio Mapocho Bajo,1991-02-13,2016-01-31,8456,-
5730011,DGA,dga_web,Rio Mapocho En Pte Pudahuel,450,-33.4333,-70.8167,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1928-05-20,1931-08-31,1199,-
5730004,DGA,dga_web,Zanjon De La Aguada En Santa Rosa,0,-33.4764,-70.6347,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1928-06-22,1939-04-30,3904,-
5730005,DGA,dga_web,Zanjon De La Aguada Puente Particular,450,-33.4783,-70.7172,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1971-11-17,1987-12-31,5421,-
5730006,DGA,dga_web,Zanjon De La Aguada En Pajaritos,430,-33.4792,-70.7261,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1968-07-01,1969-08-08,176,-
5706001,DGA,dga_web,Rio Olivares Antes Junta Rio Colorado,1500,-33.4878,-70.1367,57,Rio Maipo,570,Rio Maipo Alto,1977-02-09,2018-03-09,13787,2017-04-01
5705001,DGA,dga_web,Rio Colorado Antes Junta Rio Olivares,1500,-33.49,-70.1342,57,Rio Maipo,570,Rio Maipo Alto,1977-03-30,2018-03-09,11834,2017-07-01
5737002,DGA,dga_web,Rio Mapocho Rinconada De Maipu,440,-33.4961,-70.8167,57,Rio Maipo,573,Rio Mapocho Bajo,1959-10-04,2017-05-23,19702,2015-08-01
5730039,DGA,dga_web,Quebrada De Macul,950,-33.5017,-70.5144,57,Rio Maipo,573,Rio Mapocho Bajo,2013-02-07,2016-01-01,5,2013-02-07
5707001,DGA,dga_web,Rio Colorado En Maitenes,0,-33.5264,-70.2664,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1916-01-01,1936-07-30,3777,-
5530001,DGA,dga_web,Estero Cartagena Despues Junta Zarate,24,-33.5283,-71.5269,55,Costeras Aconcagua-Maipo,553,Costeras Entre E Del Rosario (Incl) Y Rio Maipo,1936-05-06,1939-01-31,976,-
5710002,DGA,dga_web,Rio Maipo En El Canelo,0,-33.5747,-70.4397,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1914-09-03,1931-08-31,1890,-
5703006,DGA,dga_web,Estero Glaciar Echaurren,3000,-33.5847,-70.1161,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1976-01-26,2004-04-02,3492,-
5707002,DGA,dga_web,Rio Colorado Antes Junta Rio Maipo,890,-33.5875,-70.3669,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1940-07-25,2018-03-09,25235,2011-01-01
5710001,DGA,dga_web,Rio Maipo En El Manzano,850,-33.5939,-70.3792,57,Rio Maipo,571,Rio Maipo Medio,1946-11-12,2018-03-09,23788,2007-10-08
5703001,DGA,dga_web,Rio Yeso En Piuquenes,2550,-33.6258,-69.9225,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1969-05-19,1971-12-26,575,-
5746001,DGA,dga_web,Estero Puangue En Ruta 78,93,-33.6614,-71.3372,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1986-10-26,2018-03-09,11196,2013-08-21
5703002,DGA,dga_web,Rio Yeso En Embalse El Yeso,2475,-33.6667,-70.0833,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1945-10-12,1978-07-10,5718,-
5737005,DGA,dga_web,Rio Mapocho En El Monte,0,-33.6778,-70.9725,57,Rio Maipo,573,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),1947-06-10,1952-09-30,1193,-
5740001,DGA,dga_web,Rio Maipo En Chignigue (Juncal),200,-33.6969,-71.0969,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1976-12-16,1977-07-21,103,-
5748001,DGA,dga_web,Rio Maipo En Cabimbao,35,-33.7219,-71.555,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1939-04-19,2018-03-09,14889,2012-01-01
5717005,DGA,dga_web,Rio Maipo En Naltahua,300,-33.7256,-70.9161,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1948-07-05,1960-01-17,3665,-
5704002,DGA,dga_web,Rio Maipo En San Alfonso,1092,-33.7347,-70.3008,57,Rio Maipo,570,Rio Maipo Alto,1942-03-01,2017-02-25,23977,2012-01-01
5740002,DGA,dga_web,Canal Maipo En Chocalan,0,-33.75,-71.25,57,Rio Maipo,574,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),1929-04-10,1930-06-30,447,-
5703004,DGA,dga_web,Rio Yeso En Manzanito,0,-33.7525,-70.1611,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1943-12-01,1951-06-28,2760,-
5704001,DGA,dga_web,Rio Maipo En El Ingenio,0,-33.7667,-70.2667,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1913-11-01,1940-06-30,9344,-
5717003,DGA,dga_web,Rio Maipo En El Rosario,345,-33.7667,-70.9167,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1963-04-10,1972-07-31,2540,-
5703003,DGA,dga_web,Rio Yeso Antes Junta Rio Maipo,1250,-33.7864,-70.2117,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1913-11-01,1958-08-31,11788,-
5717002,DGA,dga_web,Rio Maipo En Isla De Maipo,0,-33.8,-70.9167,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1929-11-04,1930-08-29,286,-
5702001,DGA,dga_web,Rio Volcan En Queltehues,1365,-33.8056,-70.2089,57,Rio Maipo,570,Rio Maipo Alto,1914-10-26,2018-03-09,29614,2017-06-01
5716001,DGA,dga_web,Rio Angostura En Valdivia De Paine,342,-33.8111,-70.8836,57,Rio Maipo,571,Rio Maipo Medio,1981-06-16,2017-07-31,13115,-
5715001,DGA,dga_web,Rio Paine En Longitudinal,375,-33.8333,-70.75,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1962-12-04,1983-12-07,6602,-
5701002,DGA,dga_web,Rio Maipo En Las Melosas,1527,-33.8481,-70.1961,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1962-01-25,2015-10-31,9000,-
5716003,DGA,dga_web,Estero Pintue En Puente Pintue,0,-33.8736,-70.8781,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),2003-04-09,2010-11-30,2519,-
5705002,DGA,dga_web,Canal Queltehue,3080,-33.8783,-70.1978,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),2013-11-08,2018-03-09,1438,2017-08-01
5713001,DGA,dga_web,Rio Angostura En Angostura,450,-33.9,-70.7333,57,Rio Maipo,571,Rio Maipo Medio (Despues Colorado Antes Mapocho),1918-09-01,1972-02-22,7515,-
6056001,DGA,dga_web,Rio Rapel En Rapel,7,-33.9369,-71.75,60,Rio Rapel,605,Rio Rapel,1939-11-03,1966-08-30,9133,-
5701001,DGA,dga_web,Rio Maipo En Las Hualtatas,1820,-33.9781,-70.1456,57,Rio Maipo,570,Rio Maipo Alto (Hasta Despues Junta Rio Colorado),1979-02-27,2013-01-08,11272,-
6043001,DGA,dga_web,Estero Alhue En Quilamuta,130,-34.0617,-71.2422,60,Rio Rapel,604,Estero Alhue,1970-05-11,2017-02-12,14683,-
6011001,DGA,dga_web,Estero De La Cadena Antes Junta Rio Cachapoal,440,-34.1842,-70.8436,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1983-05-10,2018-03-09,11355,2017-06-01
6008003,DGA,dga_web,Rio Coya En Coya,0,-34.2167,-70.5333,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1920-11-04,1928-11-30,2946,-
6008002,DGA,dga_web,Rio Cachapoal En Coya,0,-34.2167,-70.5333,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1914-11-27,1949-03-31,9990,-
6008001,DGA,dga_web,Rio Cachapoal En Chicayas,0,-34.2333,-70.5667,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1914-12-01,1931-08-31,5167,-
6008009,DGA,dga_web,Canal Sauzal En Puente Termas,750,-34.2403,-70.5506,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2005-07-29,2018-03-09,3841,2011-01-01
6006001,DGA,dga_web,Rio Pangal En Pangal,1500,-34.2467,-70.3281,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1985-11-08,2018-03-09,10515,2001-01-01
6008005,DGA,dga_web,Rio Cachapoal En Pte Termas De Cauquenes,700,-34.25,-70.5667,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2000-01-01,2018-03-09,5320,2000-01-01
6009001,DGA,dga_web,Rio Claro En Campamento,664,-34.2667,-70.5833,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1986-02-01,1986-05-31,120,-
6019003,DGA,dga_web,Rio Cachapoal En Puente Arqueado (Ca),115,-34.2731,-71.3717,60,Rio Rapel,601,Cachapoal Bajo,2000-01-01,2018-03-09,5144,2000-01-01
6003001,DGA,dga_web,Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal,1127,-34.3464,-70.3764,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1989-06-27,2018-03-09,8421,2011-01-01
6000003,DGA,dga_web,Rio Las Leas Ante Junta Rio Cachapoal,1296,-34.3628,-70.3056,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),2006-11-26,2018-03-09,3699,2015-06-26
6002001,DGA,dga_web,Rio Cortaderal Ante Junta Rio Cachapoal,1200,-34.3669,-70.3258,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1985-09-06,2018-03-09,5575,2006-01-01
6015001,DGA,dga_web,Rio Claro En Tunca,480,-34.3822,-71.0997,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1994-04-28,2016-10-31,5969,-
6013002,DGA,dga_web,Canal Tipaume En Puente (Suc Celis),0,-34.3833,-70.7833,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1933-10-10,1944-04-30,2391,-
6018004,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 3),0,-34.4167,-70.5667,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1916-04-19,1920-04-30,1360,-
6018003,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 2),0,-34.4167,-71.1333,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1916-04-19,1921-08-27,1937,-
6018002,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 1),0,-34.4167,-71.1333,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1916-04-19,1921-12-31,2071,-
6000001,DGA,dga_web,Rio Las Legnas Cota 2150,0,-34.4178,-70.1753,60,Rio Rapel,600,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),1987-04-04,1989-05-21,701,-
6018001,DGA,dga_web,Estero Zamorano En Puente El Niche,900,-34.4311,-71.1681,60,Rio Rapel,600,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),1985-10-16,2017-06-30,9833,-
6013001,DGA,dga_web,Rio Claro En Hacienda Las Nieves,720,-34.4922,-70.7028,60,Rio Rapel,601,Cachapoal Bajo,1920-12-01,2018-03-09,21450,2012-03-01
6035001,DGA,dga_web,Rio Tinguiririca En Los Olmos (Ca),223,-34.4922,-71.3731,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),2000-01-01,2018-03-09,5298,2000-01-01
6132001,DGA,dga_web,Estero Nilahue En Santa Teresa,50,-34.57,-71.7908,61,Costeras Rapel-E. Nilahue,613,Estero Nilahue,1985-07-02,2017-06-30,9522,-
6034001,DGA,dga_web,Estero Chimbarongo En Santa Cruz,225,-34.6267,-71.3514,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),1945-04-07,1980-12-18,12343,-
6034023,DGA,dga_web,Estero Chimbarongo En Puente El Huape,184,-34.6581,-71.3019,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),2009-04-05,2018-03-09,2405,2014-01-01
6027001,DGA,dga_web,Rio Claro En El Valle,476,-34.6867,-70.8739,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1970-05-01,2018-03-09,16057,2006-11-25
6028001,DGA,dga_web,Rio Tinguiririca Bajo Los Briones,560,-34.7186,-70.8267,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1921-11-01,2018-03-09,26634,2000-07-01
6027002,DGA,dga_web,Rio Claro En Puente Negro,0,-34.75,-70.75,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1917-10-01,1932-07-25,4688,-
6034022,DGA,dga_web,Estero Chimbarongo Bajo Embalse Convento Viejo,245,-34.7647,-71.1372,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),2008-04-05,2018-03-09,3467,2008-04-05
6033001,DGA,dga_web,Estero Chimbarongo En Convento Viejo,245,-34.7689,-71.1175,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),1968-10-31,1993-12-10,8362,-
6033011,DGA,dga_web,Estero Chimbarongo En Ruta 5,275,-34.7889,-71.0458,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),2009-07-02,2018-03-09,2670,2014-01-01
6033009,DGA,dga_web,Canal Teno En Km. 13.465,285,-34.8142,-71.0997,60,Rio Rapel,603,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),2002-10-30,2018-03-09,4316,2012-04-01
6025001,DGA,dga_web,Rio Tinguiririca Aguas Abajo Junta Rio Azufre,1024,-34.8164,-70.5642,60,Rio Rapel,602,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),1970-05-08,1993-04-22,5519,-
7106001,DGA,dga_web,Canal Teno Chimbarongo Km. 1.301,290,-34.8833,-71.15,71,Rio Mataquito,710,Rio Teno,1984-12-26,1985-02-07,44,-
7104001,DGA,dga_web,Estero El Manzano Antes Junta Rio Teno,690,-34.9653,-70.9419,71,Rio Mataquito,710,Rio Teno,1959-08-01,1984-10-30,8408,-
7120001,DGA,dga_web,Rio Mataquito En El Morrillo,4,-34.9764,-71.3822,71,Rio Mataquito,712,Rio Mataquito,1916-11-24,1950-12-31,7377,-
7119001,DGA,dga_web,Rio Lontue Antes De Junta,0,-34.9797,-71.3617,71,Rio Mataquito,711,Rio Lontue,1918-01-01,1931-06-30,4498,-
7119002,DGA,dga_web,Rio Lontue En Lontue Lo Valdivia,0,-34.9817,-71.3292,71,Rio Mataquito,711,Rio Lontue,1916-12-01,1919-04-24,733,-
7123001,DGA,dga_web,Rio Mataquito En Licanten,20,-34.9844,-72.01,71,Rio Mataquito,712,Rio Mataquito,1987-01-20,2018-03-09,11174,2007-11-01
7102001,DGA,dga_web,Rio Teno En Los QueÑEs,900,-34.9931,-70.8097,71,Rio Mataquito,710,Rio Teno,1938-04-01,1985-01-31,16737,-
7104002,DGA,dga_web,Rio Teno Despues De Junta Con Claro,647,-34.9961,-70.8206,71,Rio Mataquito,710,Rio Teno,1947-09-29,2018-03-09,21859,1999-10-22
7103001,DGA,dga_web,Rio Claro En Los QueÑEs,900,-34.9983,-70.8094,71,Rio Mataquito,710,Rio Teno,1929-05-01,2017-06-30,31614,-
7117001,DGA,dga_web,Rio Lontue En Longitudinal,0,-35.0233,-71.2475,71,Rio Mataquito,711,Rio Lontue,1951-11-05,1953-05-31,466,-
7102005,DGA,dga_web,Rio Teno Bajo Quebrada Infiernillo,990,-35.045,-70.6353,71,Rio Mataquito,710,Rio Teno,1985-01-14,2017-02-21,8414,-
7100001,DGA,dga_web,Quebrada Malo En Puente Viejo,1500,-35.1333,-70.5289,71,Rio Mataquito,710,Rio Teno,1947-12-11,1950-04-27,663,-
7116001,DGA,dga_web,Estero Upeo En Upeo,450,-35.1731,-71.0911,71,Rio Mataquito,711,Rio Lontue,1963-02-15,2017-06-30,17984,-
7372001,DGA,dga_web,Rio Claro En Camarico,220,-35.1783,-71.3847,43,Rio Maule,431,Rio Claro,1936-03-01,2017-03-30,23490,-
7200002,DGA,dga_web,Rio Huenchullami En Coipue,0,-35.2347,-72.1194,72,Costeras Mataquito-Maule,720,Rio Huenchullami,2013-07-01,2017-02-28,947,-
7115001,DGA,dga_web,Rio Palos En Junta Con Colorado,600,-35.2744,-71.0156,71,Rio Mataquito,711,Rio Lontue,1947-05-01,2018-03-09,18048,2000-08-07
7112001,DGA,dga_web,Rio Colorado En Junta Con Palos,600,-35.2783,-71.0028,71,Rio Mataquito,711,Rio Lontue,1917-11-11,2017-06-30,21702,2011-01-01
7372002,DGA,dga_web,Rio Claro En Puente Cimbra,0,-35.2833,-71.55,43,Rio Maule,431,Rio Claro,1915-10-06,1931-09-20,2345,-
7382001,DGA,dga_web,Rio Maule En Cuesta Culenar,200,-35.35,-72.0333,43,Rio Maule,431,Rio Maule Bajo (Entre Rio Claro Y Desembocadura),1915-10-01,1934-05-31,6567,-
7381001,DGA,dga_web,Estero Los Puercos En Puente Los Puercos,113,-35.3736,-71.8292,43,Rio Maule,431,Rio Maule Bajo (Entre Rio Claro Y Desembocadura),1986-02-20,2017-06-30,10936,-
7383001,DGA,dga_web,Rio Maule En Forel,30,-35.4069,-72.2083,73,Rio Maule,738,Rio Maule Bajo,1985-01-02,2018-03-09,11247,2000-07-02
7379001,DGA,dga_web,Rio Claro En Talca,150,-35.4167,-71.6811,43,Rio Maule,431,Rio Claro,1958-11-26,1996-11-09,13668,-
7379002,DGA,dga_web,Rio Claro En Rauquen,64,-35.4525,-71.7333,73,Rio Maule,737,Rio Claro,1999-02-16,2018-03-09,6811,2007-07-06
7374001,DGA,dga_web,Rio Lircay En Puente Las Rastras,240,-35.4856,-71.2933,43,Rio Maule,431,Rio Claro,1961-12-18,2017-06-30,17973,-
7374003,DGA,dga_web,Canal Maule Norte Bajo Seccion 2,250,-35.5286,-71.265,43,Rio Maule,431,Rio Claro,1996-10-21,2015-12-31,6143,-
7341001,DGA,dga_web,Rio Purapel En Nirivilo,80,-35.55,-72.1,73,Rio Maule,734,Rio Perquilauquen Bajo (Bajo Cauquenes Y Longavi),1957-03-31,2016-04-30,18049,-
7322001,DGA,dga_web,Rio Maule En Longitudinal,90,-35.5575,-71.7067,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1962-08-02,2018-03-09,18006,2006-12-25
7374002,DGA,dga_web,Canal Maule Norte Bajo Seccion 1,400,-35.5639,-71.2833,43,Rio Maule,431,Rio Claro,1996-10-17,2015-06-10,5495,-
7361001,DGA,dga_web,Rio Maule En Loncomilla,0,-35.5661,-71.7531,73,Rio Maule,736,Rio Maule Entre Rio Loncomilla Y Rio Claro,1928-12-01,1931-01-31,790,-
7400001,DGA,dga_web,Rio Loanco En Desembocadura,20,-35.5689,-72.5833,74,Costeras Maule-Limite Octava R.,740,Costeras Entre Quebrada Honda Y Rio Reloca,1987-07-03,2010-09-30,7535,-
7322007,DGA,dga_web,Canal San Clemente,0,-35.5822,-71.5306,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2003-01-01,2017-06-30,4658,2003-01-01
7359003,DGA,dga_web,Rio Loncomilla En San Javier,0,-35.5825,-71.7578,73,Rio Maule,735,Rio Loncomilla,1948-06-10,1952-12-31,1503,-
7322008,DGA,dga_web,Canal Duao Zapata,0,-35.5892,-71.5358,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2003-01-01,2018-03-05,4884,2003-01-01
7378013,DGA,dga_web,Quebrada Colorado Bajo Sistema Maitenes,0,-35.6142,-71.3186,43,Rio Maule,431,Rio Claro,2003-01-01,2018-03-09,4933,2003-01-01
7322006,DGA,dga_web,Canal De Restitucion Sur 3,0,-35.6169,-71.5392,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2003-01-01,2018-03-09,4584,2003-01-01
7359001,DGA,dga_web,Rio Loncomilla En Las Brisas,68,-35.6169,-71.7678,73,Rio Maule,735,Rio Loncomilla,1975-05-22,2018-03-09,14849,2001-08-30
7322005,DGA,dga_web,Canal De Restitucion Sur 2,0,-35.6175,-71.5389,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2003-01-01,2018-03-09,4509,2003-01-01
7378011,DGA,dga_web,Canal Maule Norte Bajo En Puente Centinela,470,-35.6358,-71.2694,43,Rio Maule,431,Rio Claro,2000-10-17,2018-03-09,5755,2004-07-29
7322002,DGA,dga_web,Canal Maule Sur En Aforador,315,-35.6389,-71.3839,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1971-11-05,2018-02-28,12329,2004-01-01
7378012,DGA,dga_web,Quebrada Colorado En DesagÜE Laguna Los Temos,0,-35.6475,-71.2797,43,Rio Maule,431,Rio Claro,2003-01-01,2018-03-09,4648,2003-01-01
7322004,DGA,dga_web,Rio Maule En Colbun,400,-35.6647,-71.3492,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1954-01-02,1981-12-31,6368,-
7322003,DGA,dga_web,Canal Maule Sur En Los Lirios,320,-35.6667,-71.3333,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1982-08-01,1984-07-31,438,-
7342001,DGA,dga_web,Rio Purapel En Purapel,140,-35.6833,-72.0333,73,Rio Maule,734,Rio Perquilauquen Bajo (Bajo Cauquenes Y Longavi),1951-09-04,1953-05-26,613,-
7320003,DGA,dga_web,Rio Claro En San Carlos,550,-35.6989,-71.0683,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2000-01-01,2018-03-09,5574,2000-01-01
7321004,DGA,dga_web,Canal Maule En Bocatoma,0,-35.7,-71.1,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1928-11-05,1944-02-29,2947,-
7321003,DGA,dga_web,Canal Maule Norte En Aforador,461,-35.7039,-71.1161,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),1967-01-18,2018-03-09,9387,2000-01-01
7321002,DGA,dga_web,Rio Maule En Armerillo,470,-35.7061,-71.1139,73,Rio Maule,732,Rio Maule Medio,1947-09-01,2018-03-09,17489,2000-01-01
7321007,DGA,dga_web,Canal Maule Norte Alto En Paso Nevado,0,-35.7147,-71.1806,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2003-01-01,2018-03-09,4698,2003-01-01
7321005,DGA,dga_web,Canal De Evacuacion C. Pehuenche,0,-35.7275,-71.1667,73,Rio Maule,736,Rio Maule Medio (Entre Rio Claro Y Rio Loncomilla),2002-09-05,2018-03-09,5566,2006-07-01
7306001,DGA,dga_web,Rio Cipreses En Dasague Laguna La Invernada,1300,-35.7381,-70.7778,73,Rio Maule,730,Rio Maule Alto (Hasta Antes Junta Rio Melado),2002-10-31,2018-03-09,4673,2015-01-01
7358010,DGA,dga_web,Canal De Restitucion Sur 1,0,-35.7428,-71.4217,73,Rio Maule,735,Rio Loncomilla,2005-02-28,2018-01-01,3325,2005-11-01
